Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml524	524	1		1					8	"Mana Use, 16ths."	12	Minimum range																																									18	18			40		5		255	178	64	1			Flamethrower2	1024	15	16					3			1									2											1		1			1					sk272	4																																						32	1		82	so0	so2433	so0																	0
ml525	525	1		1																																																	24	24			20				255	255	255	1		1	MissileHandAxe	1024	8	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		2	32			so0	so0	so0																	0
ml526	526	8	16	1	12																3	Subloops												range (0 = skill)								range (0 = skill)											30	30			25		4		255	255	255			1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1					sk366	4																																						64	32			so2434	so0	so0	ol1									ml527							0
ml527	527	1	10	1																																																					12		3	4	255	255	255			1	LightningStrike	1024	8	16		1		7													1											1					1					sk366			8																		ltng	2	2	2	2	2	2	5	2	2	2	2	2						64	32			so0	so0	so0	ol1																0
ml528	528	54																																																							300										null	1024	1	16																												1																																																		1			so0	so0	so0																	0
ml529	529	1																																																							1										expansion\icicle	1024	10	16																						1	1			1							1																																													1			so2424	so0	so0		ml530															0
ml530	530	1																																																							10										expansion\iceimpact	1024	10	16																												1					1																																													1			so0	so0	so0																	0
ml531	531	1																																																							30										expansion\icecavequest_steam	1024	30	16																												1					1																																													1			so0	so0	so0																	0
ml532	532	1																																																							30										expansion\icecavequest_magic	1024	30	16																												1					1																																													1			so27	so0	so0																	0
ml533	533	1		1																																																					16				255	178	64				ExpArrowExplode	1024	16	16						1		1									1				1		1			1							1								8																																					1			so0	so0	so0																	0
ml534	534	1		1																																																					15				255	255	255			1	expansion\FirestormEmitter	1024	16	16					3			1		1	1						1											1	1				1					sk270																																								1			so0	so0	so0																	0
ml535	535	1		1																																																	8	8			20				255	255	255			1	expansion\FirestormEmitter	1024	16	16					3			1		1	1						1											1	1				1																										burn	20	4	4	4	4	4	10	4	4	4	4	4		100	20	20	20		1			so0	so0	so0																	0
ml536	536	1		1																																																	8	8			20				255	255	255			1	null	1024	1	16					3			1		1							1											1	1	1			1						4																																							1			so0	so0	so0																	0
ml537	537	1		1																																																					11				255	255	255				expansion\Pod_Jump_FadeOut	1024	11	16					3			1		1							1											1	1																																																	1			so0	so0	so0																	0
ml538	538	1		1																																																					31				255	255	255				expansion\deathmaulerfadeout	1024	31	16					3			1		1							1											1	1																																																	1			so0	so0	so0																	0
ml539	539	1		1																																																					11				255	255	255				expansion\Pod_Neutral_FadeOut	1024	11	16					3			1		1							1											1	1																																																	1			so0	so0	so0																	0
ml540	540	51		33					45	activate frame											20	launch vines frame	45	active frame																																	47										null	1024	1	16																												1																																																		1			so0	so0	so0	ol152									ml499	ml501						0
ml541	541	55		1																																																	3	3			400		2		255	125	125			1	null	1024	2	16																	1					1	1			1							1								8																																					1			so0	so0	so0																	0
ml542	542	1		1																																																	3	3			50		2		255	125	125			1	expansion\AncientDeathMissile	1024	16	16		1	4	12																		1	1			1							1								8																																					1			so29	so0	so0																	0
ml543	543	1		1																																																	24	24		-1000	13				255	255	255				ElectricNova	1024	13	16					3			1		1		1	4				1												1	1			1					sk48	4																																						64	16			so0	so0	so0																	0
ml544	544	1		1																																																	30	30			25		4		255	255	255			1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1					sk53	4																																						64	32			so0	so0	so0																	0
ml545	545	1		1																																																					25		5		255	178	64				Revive	1024	25	16																												1					1								8																																					1			so0	so0	so0																	0
ml546	546	56		34					25	initial delay	3	missile 1 delay	45	missile 2 delay		missile 3 delay					25	initial delay	3	missile 1 delay	45	missile 2 delay		missile 3 delay																													75				255	255	255			1	null	1024	1	16					3			1		1							1											1					1																																													1			so0	so0	so0			ml654	ml655						ml654	ml655						0
ml547	547	8		1					10	Random range											3	Subloops																															30	30			10	2			255	255	255			2	null	1024	2	16					3			1		1		1	10				2											1	1	1			1						4		8																		ltng	15	20	20	20	20	20	45	20	20	20	20	20						64	1			so0	so0	so0										ml99							0
ml548	548	1		1																																																	30	30			25		4		255	255	255			1	LightningStrike	1024	8	16					3			1		1		1	10				2											1	1	1		1	1						4																																						64	32			so0	so0	so0																	0
ml549	549	4		1					4	"Slow drift speed, fourths."	8	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				255	255	255			1	PoisonSparks	1024	31	16		1	10	19	3			1		1	1						2											1					1								4																		pois	14	4	5	8	8	8	25	4	5	8	8	8		50					8			so0	so0	so0										ml141							0
ml550	550	1	57	1	54																																				10	radius	20	density									12	12			60		5		81	81	255	1		1	Expansion\baalsummonmissile2	1024	8	8					6																	1						1	1	1			1						4																																							1			so0	so0	so0													ml591				0
ml551	551	1		1																																																					10				255	255	255				Expansion\Mindblast	1024	10	16																						1	1			1							1																																													1			so0	so0	so0																	0
ml552	552	1		1																																																	18	30		250	100		5		255	255	255	3		1	Expansion\blade_shield_missile	1024	5	16					3			1									3											1	1	1			1					sk266	4					1																																		1			so0	so0	so0																	0
ml553	553	57		1																																																					500	100									null	1024	1	16																	3											1																1																																		1			so0	so0	so0										ml552							0
