Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms779	779	ms235		2	Zealot	ms237		mt38	ma48		ZZ	1													2	3		6	11	1	24	53	89	mo137	mo137	10	15	14	13				85	90	95	65	65	65	50	50	50	70	80	90																						1	1									1			1	1																																	100	100	100	-50	-40	-33													10		25	80	33	20	2				24	24	24	5	131	173	85	100	57	101	92	57	101	92				120	150	80	80	60	100	100	60	105	115				215	235	80	80	135	180	100	60	105	115																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map H2H t3	Map Champ t3	Map Unique t3								0
ms780	780	ms312			OblivionKnight	ms312		mt45	ma74	Mage	UM	1	1						ms310				2	4	1	2		8	7	1	30	58	89	mo44	mo44	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1						1				1			1										sk335	S1	3	sk210	S1	6	sk211	S1	2	sk427	S2	3	sk182	mq38	2	sk212	S2	3							100	75	33	-50	-33	-25			60	60	60	60			60	60	80	60	33	25	60	60	180	75	2				29	29	29	5	130	171	107	131	69	153	92							120	150	115	210	60	135	160							215	235	115	210	135	210	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Map H2H t3	Map Champ t3	Map Unique t3								0
ms781	781	ms529			Death Mauler1	ms529		mt57	ma130		m5	1													4	5		4	4	1	32	58	89	mo42	mo42	10	15	15	15				75	75	75	65	65	65	15	15	15	50	50	50																						1													1	1						1			sk308	mq44	1																						100	85	75	-50	-40	-33									25	50	25		33		50	100	50		2				50	50	50	5	123	152	126	153	51	76	251							115	145	95	105	75	140	115							205	235	95	105	150	215	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Map H2H t3	Map Champ t3	Map Unique t3								0
ms782	782	ms170			SkeletonArcher	ms170		mt8	ma37		SK	1	1												1	2		4	4	2	5	38	89	mo107	mo107	10	15	14	13				75	80	85	15	14	13	50	50	50	5	5	5	6	6	6										ml196									1						1				1			1	1																																				-50	-40	-25						50						60	40	50	33		33	80	2				15	15	15	5	70	147	84	89	65	90	255							70	100	100	95	35	50	115							165	200	100	95	130	180	115																																																	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Map H2H t3	Map Champ t3	Map Unique t3								0
ms783	783	ms571			Baals Minion	ms571		mt2	ma141		43	1													1	1		8	8		55	68	89	mo9	mo9	10	15	14	13				90	90	90	85	85	85	50	50	50	17	17	17																						1	1							1		1			1										sk414	A2	1																						100	75	50	-50	-40	-33			50		50	95			95		50	95	50		90	33	50	95	2				50	50	50	5	472	660	87	634	30	92	251	15	165	238				430	480	135	247	80	130	210	80	140	210				525	550	135	247	180	220	210	80	140	210																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t3	Map Champ t3	Map Unique t3					1			0
ms784	784	ms307			Corpulent	ms307		mt44	ma71	eats and spits corpses	CS	1													1	2		6	12	1	24	56	89	mo99	mo99	10	15	14	13				70	75	75	20	20	20	40	50	50	10	20	30	3	5	5	25	27	30								ml341								1	1							1					1	1							1		sk214	S1	1																						100	85	75	-50	-40	-33													15	20				75	2				24	24	24	5	211	285	85	138	82	138	92							240	320	95	140	85	145	105							345	380	95	140	190	235	105																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Map H2H t3	Map Champ t3	Map Unique t3								0
ms785	785	ms141		1	Fetish	ms142		mt35	ma30		FE	1							ms142		1	1	1	2	1	2		7	7	1	21	49	87	mo53	mo53	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1																										100	100	100	-50	-40	-33															33	33	50	50	2				21	21	21	5	64	107	85	79	65	101	94							55	80	125	75	60	95	95							294	338	125	75	140	175	95																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map H2H t2	Map Champ t2	Map Unique t2								0
ms786	786	ms351			Hydra	ms351		mt0	ma86		HX	1													1	1								mo68	mo68		15	15	15																																																		1	1			1						sk337	A1	1																																														2																																																																																																											0
ms787	787	ms352			Hydra	ms352		mt0	ma86		21	1													1	1								mo68	mo68		15	15	15																																																		1	1			1						sk337	A1	1																																														2																																																																																																											0
ms788	788	ms353			Hydra	ms353		mt0	ma86		HZ	1													1	1								mo68	mo68		15	15	15																																																		1	1			1						sk337	A1	1																																														2																																																																																																											0
ms789	789	ms789			uberdiablonew	ms619	mp29	mt2	ma87		DI	1													1	1		1	1		110	110	110	mo43	mo43	14	15	15	35			50	25	25	35	25	25	25	25	25	25	25	25	25	5	5	5	25	25	25	25	25	25														1							1		1	1	1	1										sk432	S1	10	sk434	S2	20	sk435	S1	20	sk433	SC	30	sk436	S1	1										10	10	10	-10	-10	-10	50	50	75	75	75	75	50	50	75	75	75	75	30	30	30	30	30	30				1	25	25	25	5	6427	6427	87	3462	77	197	313	113	257	251				6427	6427	140	3462	100	190	215	110	230	200				28000	28000	140	3462	370	380	215	110	230	200																																																													1			0
ms790	790	ms403			TrappedSoul	ms403	mp28	mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	30			50	100	100	100	60	60	60	25	25	25	100	100	100	10	10	10									2											1										1	1	1				1						sk430	A1	20	sk431	A1	1																			100	100	100																200	200	200	200	200	200									57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	230	260	180																																																													1	1	1	0
ms791	791	ms403			TrappedSoul	ms403	mp28	mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	20				100	100	100	60	60	60	25	25	25	80	80	80	10	10	10																				1										1	1	1				1						sk430	A1	20	sk431	A1	1																			100	100	100																200	200	200	200	200	200									57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	230	260	180																																																													1	1	1	0
ms792	792	ms403			TrappedSoul	ms403	mp28	mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	50				100	100	100	60	60	60	25	25	25	40	40	40	10	10	10																				1										1	1	1				1						sk430	A1	20	sk431	A1	1																			100	100	100																200	200	200	200	200	200									57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	230	260	180																																																													1	1	1	0
ms793	793	ms403			TrappedSoul	ms403	mp28	mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	45			50	100	100	100	100	100	100	50	50	50	60	60	60	10	10	10									3											1										1	1	1				1						sk430	A1	20	sk431	A1	1																			100	100	100																200	200	200	200	200	200									57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	230	260	180																																																													1	1	1	0
ms794	794	ms403			TrappedSoul	ms403	mp28	mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	40				100	100	100	60	60	60	25	25	25	20	20	20	10	10	10																				1										1	1	1				1						sk430	A1	20	sk431	A1	1																			100	100	100																200	200	200	200	200	200									57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	230	260	180																																																													1	1	1	0
ms795	795	ms795			Ancient Barbarian 1	ms540		mt4	ma34		0D	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				50	50	50	25	25	25	10	10	10	50	50	50																							1												1										sk425	mq47	15	sk426	SC	5																			100	100	100				70		70			70	70		70			70	40		110	50	50	50								5	500	600	84		9	14	251	9	14	251				600	800	125		4	7	250	4	7	250				800	1000	125		4	7	250	4	7	250																																																																0
ms796	796	ms796		1	Ancient Barbarian 2	ms541		mt4	ma59		0F	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				15	15	15	50	50	50	25	25	25	25	25	25	7	7	7										ml525										1												1										sk426	SC	5																						100	100	100	-25	-25	-15				70	70					70	70		40		50	100	70	50								5	500	600	84		9	14	251							600	800	125		4	7	250							800	1000	125		4	7	250																																																																			0
ms797	797	ms797		2	Ancient Barbarian 3	ms542		mt4	ma17		0E	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				50	50	50	50	50	50	75	75	75	50	50	50																							1												1										sk440	mq51	5																						100	100	100				70		70			70	70		70			70	40		70	50	150	50								5	500	600	84		9	14	251	9	14	251				600	800	125		4	7	250	4	7	250				800	1000	125		4	7	250	4	7	250																																																																0
ms798	798	ms403			TrappedSoul	ms403		mt0	ma99		10	1													1	1				1	110	110	110	mo123	mo123		15	15	25				100	100	100	60	60	60	25	25	25															1											1												1				1																														100	100	100																200	200	200	200	200	200								5	57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	30	60	180																																																													1	1	1	0
ms799	799	ms799		2	Wisp Minion2	ms614	mp18	mt30	ma25	immune minion	WW	1	1												1	1		15	15	1	21	50	87	mo134	mo134	10	15	14	13				40	50		70	70	70	50	50	100										75	75	75													1	1						1		1		1		1										sk438	SC	1	sk396	NU	1																						-50	-33		40			50			40			70			20	20	50	50	50	50	2				21	21	21	5	44	87	85	74	36	151	94							45	85	115	120	45	115	120							100	100	115	120	45	115	120																																																	Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map Wraith t3	Map Champ t3	Map Unique t3								0
ms800	800	ms474	ms637	3	ArcaneBoss	ms474		mt52	ma53		0C	1	1												4	5		12	12	1	42	61	87	mo116	mo116	10	15	14	13				85	93	98	5	5	5	63	63	63	25	25	60	120	100	100	33	20	10	5	8	20	40	40	40										1								1	1		1		1	1						1			sk240	S2	8	sk245	S2	1				sk424	S2	15													100	85	75								80			33	33	15	100	33	20	20	50	50	50	50	2				50	50	50	5	95	152	107	161	47	85	138							60	90	115	145	50	90	120							6500	6600	115	145	50	270	360							A2	mag	100	40	75		100	40	75		100	40	75																														Map Boss T1	Map Boss T1	Map Boss T1		Map Boss T1	Map Boss T1	Map Boss T1		Map Boss T1	Map Boss T1	Map Boss T1								0
ms801	801	ms234			FlyingScimitar	ms234		mt5	ma47		ST	1													3	6		4	4	1	12	45	87	mo58	mo58	10	15	13	10				90	90	90	90	95	99	8	8	8	40	50	60																						1	1			1					1				1	1									sk415	mq1	1																									-50	-25							70				100			25	50	50	120		75	2				13	13	13	5	97	131	84	83	38	113	93							100	135	150	140	75	120	150							120	190	150	140	115	160	150																																																	Flying Scimitar	Flying Scimitar	Flying Scimitar		Flying Scimitar (N)	Flying Scimitar (N)	Flying Scimitar (N)		Map H2H t1	Map Champ t1	Map Unique t1								0
ms802	802	ms235	ms236		Zakarumite	ms235		mt38	ma48		ZZ	1													1	2		6	8	1	20	50	87	mo137	mo137	10	15	14	13				65	75	85	50	50	50	35	35	35	50	60	70																						1	1									1			1	1																																	100	100	100	-50	-40	-33													10		25	33	33	20	2				20	20	20	5	129	172	85	100	62	108	93	62	108	93				120	150	80	80	60	100	100	60	105	115				140	205	80	80	100	140	100	60	105	115																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms803	803	ms551	ms555	3	Pain Worm4	ms554		mt43	ma69		46	1													2	2		8	10	1	37	64	87	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33															135	75	50	50	2				48	48	48	5	65	107	84	5	31	61	126							35	65	85	5	30	60	80							100	150	85	5	70	100	80																																																									Map H2H t1	Map Champ t1	Map Unique t1								0
ms804	804	ms238	ms240	1	Cantor	ms239		mt38	ma49	heals Zealots and Cantors	ZP	1	1						ms236				2	4	1	1		6	6	1	23	51	87	mo27	mo27	10	15	14	13				30	30	30	6	12	18	55	65	75	30	45	65	120	120	120	36	38	40																1										1			1	1									sk179	S1	2	sk332	S1	1	sk184	S1	1	sk205	S1	1													100	100	100	-50	-40	-33										50	50		10		25	50	50	20	2				23	23	23	5	130	171	85	106	67	154	92							90	130	75	130	40	85	90							125	185	75	130	80	125	90							A1	cold	55	33	60	25	55	30	60	50	55	60	120	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map Cast t1	Map Champ t1	Map Unique t1								0
ms805	805	ms312	ms701		OblivionKnight	ms312		mt45	ma74	Mage	UM	1	1						ms310				2	4	1	2		8	7	1	30	58	87	mo44	mo44	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1						1				1			1										sk335	S1	3	sk210	S1	6	sk211	S1	2	sk87	S2	3	sk182	mq38	2	sk212	S2	3							100	75	33	-50	-33	-25			60	60	60	60			60	60	80	60	33	25	60	60		120	2				29	29	29	5	130	171	107	131	69	153	92							120	150	115	210	60	135	160							140	205	115	210	100	175	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Map H2H t1	Map Champ t1	Map Unique t1								0
ms806	806	ms446		3	SnowYeti4	ms449		mt50	ma7		io	1													3	4		7	7	1	43	63	87	mo24	mo24	10	15	14	13										90	93	97	40	60	60																						1	1												1	1																																	100	100	100	-15	-10	-5					75						85		40			25	75		2				50	50	50	5	189	228	107	215	34	86	138	41	97	92				155	210	85	110	65	115	95	75	110	85				200	265	85	110	105	155	95	75	110	85				A1	stun	100	74	88	200	100	75	100	200	100	75	150	200																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t1	Map Champ t1	Map Unique t1								0
ms807	807	ms501		4	Frozen Horror5	ms505		mt55	ma124		f0	1													2	3		3	3	1	41	64	87	mo61	mo61	10	15	14	13				60	85	90	40	45	50	80	80	80	10	10	10																						1													1	1						1	1		sk323	mq43	6																						100	85	75			33					75						100		25	25		33	180	33	2				50	50	50	5	284	379	101	271	58	97	126							190	230	100	120	60	110	100							220	285	100	120	100	150	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t1	Map Champ t1	Map Unique t1								0
ms808	808	ms38	ms39		Ghost	ms38		mt15	ma9	drains mana	WR	1													1	2		5	5	1	7	38	87	mo136	mo136	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																	100	66	33	-50	-33		20					50	30					60	50	50	50	50	50	50	2				8	8	8	5	83	165	84	93	61	121	94							65	90	130	105	60	105	95							130	170	130	105	100	145	95							A1	mana	40	60	100		40	100	200		40	100	200																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Map Wraith t1	Map Champ t1	Map Unique t1								0
ms809	809	ms379	ms624	4	BastionBoss	ms382		mt8	ma53		SK	1	1												2	4		5	5	2	17	47	87	mo108	mo108	10	15	15	15				85	93	98	5	5	5	63	63	63	25	25	60	120	100	100	33	20	10	5	8	20	40	40	40	ml126									1						1				1	1		1	1									sk369	A1	50	sk64	A1	22				sk54	A1	1																							30	50					50	60	20	20	50	50	50	50	2				17	17	17	5	56	81	84	55										55	80	90	110										6500	6600	90	110										A1	cold	100	60	110	100	100	60	150	150	100	500	600	200																													Map Boss T1	Map Boss T1	Map Boss T1		Map Boss T1	Map Boss T1	Map Boss T1		Map Boss T1	Map Boss T1	Map Boss T1								0
ms810	810	ms19	ms22	2	Devilkin	ms21		mt12	ma6		FA	1							ms21		1	1	3	4	3	4		6	6	2	7	39	87	mo50	mo50	10	15	14	13				55	60	60	20	22	30	70	80	90	30	35	40																						1	1							1		1			1	1							1																										100	85	75	-50	-40	-33													15			75	40	50	2				25	25	25	5	18	53	84	59	41	101	94	41	101	94				25	55	70	65	45	90	90	50	100	85				100	145	70	65	85	130	90	50	100	85				A1	ltng					10	1	50		20	1	80																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Map H2H t1	Map Champ t1	Map Unique t1								0
ms811	811	ms53	ms54		MoonClan	ms53		mt18	ma12		GM	1													1	2		5	5	1	4	37	87	mo63	mo63	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33													50		75		140	25	2				5	5	5	5	110	137	51	91	76	126	89							100	130	60	90	75	130	85							130	185	60	90	85	140	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms812	812	ms68	ms72	3	GiantLamprey	ms71		mt20	ma15	Lays Eggs	SM	1			ms193			S1							2	2		4	4	1	21	50	87	mo101	mo101	10	15	14	13				50	50	50	60	60	60	2	2	2	88	88	88	90	90	90											ml73								1													1	1									sk161	mq13	1	sk162	mq14	1	sk163	mq15	1																100	75	50	-50	-40	-33														25	33	25		120	2				21	21	21	5	139	171	85	117	86	186	94							110	150	115	125	70	110	75							255	205	115	125	110	150	75																																																	Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Map H2H t1	Map Champ t1	Map Unique t1								0
ms813	813	ms58	ms61	2	DevilkinShaman	ms60		mt12	ma13	raises Devilkin	FS	1							ms21		1		2	6	1	1		5	5	2	9	40	87	mo51	mo51	12	15	14	13				65	70	75	80	85	85	100	90	80	24	26	28	15	15	15																			1								1		1			1	1												sk160	mq12	1																			100	75	66	-50	-40	-33			35						70				15	50		135		50	2				10	10	10	5	66	111	84	81	43	115	95							55	90	75	150	45	90	105							125	175	75	150	85	130	105																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Map Cast t1	Map Champ t1	Map Unique t1								0
ms814	814	ms441		4	DeamonSteed	ms445		mt49	ma115		ox	1							ms496		1		3	4	1	1		6	11	1	38	64	87	mo106	mo106	10	15	14	13				25	25	25	50	80	85	1	3	5	15	15	15	1	3	5	50	50	50	100	100	100													1	1												1	1									sk423	A2	5	sk415	mq54	7																			100	100	100	-50	-40	-33													50		25	33	50		2				50	50	50	5	379	379	88	295	88	121	251							360	420	90	260	140	220	170							380	420	90	260	180	260	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t1	Map Champ t1	Map Unique t1								0
ms815	815	ms29	ms30		SandRaider	ms29		mt14	ma8		SR	1													2	3		5	5	1	13	43	87	mo102	mo102	10	15	14	13							70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1		sk156	mq4	1																						100	75	66	-50	-45	-40													25	25	50	50		33	2				25	25	25	5	136	211	84	117	67	101	175	110	140	180	80	100	250	135	180	110	130	65	110	175	110	140	180	80	100	250	180	230	110	130	105	150	175	110	140	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms816	816	ms136	ms137		DesertWing	ms136		mt34	ma29	shocking hit	BT	1													1	3		7	7	1	15	44	87	mo14	mo14	10	15	14	13	60	60	60	33	33	33	20	20	20	60	65	70	50	55	60	8	8	8																			1	1								1				1	1																																	100	85	75	-50	-40	-33													95	25	110		75	25	2				16	16	16	5	44	151	84	82	71	101	94	51	101	194				70	110	110	80	65	70	100	80	115	200				110	160	110	80	105	110	100	80	115	200				A2	ltng	65	70	100		65	5	180		65	5	240																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1						1	1	0
