skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk307	307			67													ml498				73731				40																																																				so0	so0			so0	so0	so0		so0		so0				49		93				ml469	ml498											1			none												SQ	SQ	S1				1							1												so0			1																								1										ln12+((skill('sk226'.blvl)+skill('sk241'.blvl))*par8)/3	min heal	ln34+(skill('sk226'.blvl)+skill('sk241'.blvl))*par8	max heal	6	heal stat (hp)			20	min heal	4	min heal per level	40	max heal	12	max heal per level							6	Synergy extra healing	1				5	2			8																																					
sk308	308				136												ml502																																																												so0	so0			so0	so0	so0		so0		so0					76					ml502	ml503											1			none												A1	A1	xx																							so0			1																								1										96	missile animrate								?		?		?		?		?		?					1								8		10	4	4	4	4	4	20	4	4	4	4	4																								
sk309	309				30																3		st113	ln34	ln12	is171	-ln56																																																		so0	so0			so0	so0	so0		so0		so0				18	30					ml142		ml147										1			none												SC	SC	S2																							so0			1																								1																		3	radius	1	radius per level	200	duration	75	additional duration/level	50	% defense	5	% defense/lvl					1																																													
sk310	310				30																3		st114	ln34	ln12																																																				so0	so0			so0	so0	so0		so0		so0				18	30					ml142		ml147										1			none												SC	SC	S2																							so0			1																								1																		3	radius	1	radius per level	200	duration	75	additional duration/level	40	Max hitpoints to remove curse							1								8		10	4	4	4	4	4	20	4	4	4	4	4																								
sk311	311			53	95												ml523																																																												so0	so0			so0	so0	so0		so0		so0				52	77					ml523	ml524			-37	z offset							1			none												SQ	SQ	xx																							so0			1																								1										20	range	25	length of fire	3	density	par8	shots fired	5	frame length			20	range times two							4	damage synergy	5	Shots fired	1								8																																					
sk312	312				55																				ln34																																																				so0	so0			so0	so0	so0		so0		so2458	ol276			50	78					ml115	ml519											1			none												SQ	SQ	xx											1												so0			1																								1										par1	damage %	par2	damage %	50	fire %	5	shots fired	2	% of base monster HP min damage	5	% of base monster HP max damage	30	radius (half squares)		additional radius/level (half squares)					6	damage synergy	5	Shots Fired	1								8		8	1	1	2	4	6	10	1	2	3	5	7	((skill('sk251'.blvl)+skill('sk261'.blvl))+skill('sk272'.blvl))*par7	fire	8	1	1	2	4	6	10	1	2	3	5	7	((skill('sk251'.blvl)+skill('sk261'.blvl))+skill('sk272'.blvl))*par7									
sk313	313				26												ml526	ml526	ml526						par7																																																				so0	so0			so0	so0	so0		so0		so0					27					ml526	ml526	ml526										1			none												SQ	SQ	xx																	1						so0			1																								1										par4	# chains					par8	shots fired	10	minimum damage	20	max damage	4	increase in dam/level (min & max)	5	# chains					20	chain radius	10	Shots Fired	1								8																																					
sk314	314				137																	st138		par1		is25	par2																																																		so0	so0			so2458	so0	so0		so0		so0				51	79					ml115												1			none												A1	A1	A1											1						1						so0			1																								1																		500	rage duration - see fenris rage	100	% damage with rage - see fenris rage													1								8																																					
sk315	315				140																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												S2	S2	S2				1																			so0			1																								1																			?		?		?		?									1																																													
sk316	316				22												ml555																																																												so476	so0			so0	so0	so0		so0		so0	ol30				25					ml555												1			none												S3	S3	S3																							so0			1																								1																																		1								8															fire	50	24	32	32	32	32	75	24	32	32	32	32										
sk317	317			53	95												ml554																																																												so475	so0			so0	so0	so0		so0		so0					54					ml554												1			none												SQ	SQ	xx																							so0			1																								1												par1	length of fire	2	density			20	frame length						?									1								5															mag	64	48	48	48	48	48	96	48	48	48	48	48										
sk318	318				139												ml589																																																												so462	so0			so0	so0	so0		so0		so0					81					ml589												1			none												A1	A1	A1				1																			so0			1																								1																																		1								8															cold	20	9	13	13	13	13	40	9	13	13	13	13		200	50	50	50					
sk319	319			53	95												ml675																																																												so0	so0			so0	so0	so0		so0		so0					54					ml144	ml145											1			none												SQ	SQ	S1																							so0			1																								1												par1	length of fire	2	density			15	frame length															1								8																																					
sk320	320			49	91															ol221																																																									so0	so0			so0	so0	so0		so0		so0				36	50																	1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk321	321				24												ml653	ml331																																																											so2399	so0			so0	so0	so0		so0		so0					26					ml653												1			none												SQ	SQ	A1																							so0			1																								1																																		1																																													
sk322	322				17												ml450																																																												so0	so0			so0	so0	so0		so0		so0					23					ml450												1			none												SQ	SQ	A1																							so0			1																								1										lvl+2	#bolts																							1								8																																					
sk323	323			53	95												ml493																																																												so0	so0			so0	so0	so0		so0		so0					54					ml493	ml493											1			none												SQ	SQ	xx	18																						so0			1																								1												par1	length of fire	2	density			15	frame length															1								8																																					
sk324	324													ml641																																																															so0	so0			so0	so0	so0		so0		so0									ml641													1			none												SQ	SQ	xx																	1						so0			1																								1																														12	damage synergy	8	Shots Fired	1								8																																					
sk325	325			67													ml540				73731				40																																																				so0	so0			so0	so0	so0		so0		so0				49		93				ml469	ml498											1			none												SQ	SQ	S1				1							1												so0			1																								1										ln12+((skill('sk226'.blvl)+skill('sk231'.blvl))*par8)/3	min mana heal	ln34+(skill('sk226'.blvl)+skill('sk231'.blvl))*par8	max mana heal	8	heal stat (mana)			20	min heal	4	min heal per level	40	max heal	12	max heal per level							6	Synergy extra healing	1								8																																					
sk326	326			32	2																																																																								so768	so0			so0	so0	so0		so0		so0																						1	9		h2h												S1	S1	xx				1		1	1																so0			1																																		ln34	damage %	max(250,ln12)	stunlen					15	Stun Length	5	additional frames/level	15	Percent bonus damage	15	percent damage per level									1				8				8	128																																				
sk327	327				97																																																																								so0	so0			so0	so0	so0		so0		so0	ol26			39																		1			none												SQ	SQ	xx							1	1	1		1					1							so0			1																								1																																		1																																													
sk328	328			37	109																	st103		ln12		is67	dm34	is68	dm34	is69	dm34																																														so304	so0	1		so304	so0	so0		so0		so0																						1	3		none												SQ	SQ	A2				1		1	1																so0			1																								1																		200	duration	25	duration/level	30	min % speed increase	110	max % speed increase									1	10	10						8	128																																				
sk329	329				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73						ml613											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk330	330				129																	st143																																																							so2441	so0			so0	so0	so0		so0		so0				48	74					ml451	ml451											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk331	331				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73					ml614	ml613											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk332	332													ml170																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml170													1			none												SQ	SQ	S1																							so0			1																								1																																		1								8																																					
sk333	333													ml277																																																															so0	so0			so0	so0	so0		so0		so0									ml277													1			none												SC	SC	SC																							so0			1																								1																																		1								8																																					
sk334	334													ml276																																																															so0	so0			so0	so0	so0		so0		so0									ml276													1			none												SC	SC	A2																							so0			1																								1																																		1								8																																					
sk335	335				148												ml323																																																												so0	so0			so0	so0	so0		so0		so0					94					ml323												1			none												SC	SC	S1																							so0			1																								1																																		1								8																																					
sk336	336				110												ml120																																																												so0	so0			so0	so0	so0		so0		so0					66					ml120												1			none												A1	A1	A1																							so0			1																								1																																		1								8																																					
sk337	337													ml247																																																															so0	so0			so0	so0	so0		so0		so0									ml247													1			none												SC	SC	SC																							so0			1																								1																																		1								8																																					
sk338	338				149												ml208																																																												so0	so0			so0	so0	so0		so0		so0					95					ml208												1			none												SC	SC	A1																							so0			1																								1																																		1								8																																					
sk339	339			4										ml660																																																															so0	so0			so0	so0	so0		so0		so0				11					ml660													1			rng												A1	A1	A1				1																			so0			1																								1																																		1								8	128																																				
sk340	340			4										ml12																																																															so0	so0			so0	so0	so0		so0		so0				11					ml12													1			rng												A1	A1	A1				1																			so0			1																								1																																		1	10	10						8	128														fire	1	8	8	8	8	8	4	9	9	9	9	9										
sk341	341			4										ml40																																																															so0	so0			so0	so0	so0		so0		so0				11					ml40													1	4		rng												A1	A1	A1				1																			so0			1																								1																																		1	10	10						8	128														cold	1	7	7	7	7	7	4	8	8	8	8	8		100	25	25	25					
